-1.08945 -0.4099 -1.99591 0.440982 0.177118 -0.0947999 0.000333333 
0.224706 0.141893 -0.785781 0.387704 0.190632 -0.0348171 0.000333333 
-0.705513 0.025258 -1.01867 0.183205 0.0730764 -0.551121 0.000333333 
1.5438 0.0255446 -1.50453 -0.259464 -0.119785 -0.0197853 0.000333333 
0.978305 -1.79549 -3.10899 0.242981 0.305309 -0.0188008 0.000333333 
-1.11069 -0.802559 0.184445 0.197428 0.412349 0.501251 0.000333333 
-2.12444 -0.197741 0.65478 0.0797249 -0.11408 -0.0101124 0.000333333 
-1.30096 1.35512 1.22284 -0.670772 0.194167 0.00170339 0.000333333 
-2.77076 0.687912 3.06965 -0.0720924 -0.21766 0.291358 0.000333333 
-0.686097 0.1376 -0.624584 0.0185076 0.109087 0.0448564 0.000333333 
-1.75996 -0.128322 0.0787896 -0.130096 -0.111479 0.0445666 0.000333333 
-0.635144 -3.04653 0.515915 -0.0262735 -0.0131974 0.174946 0.000333333 
-0.25404 -0.639106 0.595292 0.0221381 -0.21446 -0.26924 0.000333333 
-1.13854 -0.987994 0.985683 -0.0059586 0.353321 -0.363369 0.000333333 
0.547832 0.197681 0.754258 -0.00388856 0.092823 0.275076 0.000333333 
0.461819 -0.219434 -0.555882 0.219157 -0.182044 0.0123688 0.000333333 
1.38284 0.794427 1.97554 -0.0399715 -0.418602 -0.227547 0.000333333 
-0.0135759 0.908683 -0.70125 -0.467528 -0.566858 -0.284041 0.000333333 
1.806 1.53144 -0.908084 -0.403571 0.186239 -0.00463417 0.000333333 
-2.70443 -1.7862 -0.403075 -0.00349098 -0.0401426 0.197393 0.000333333 
-0.129141 0.000987615 1.10772 -0.0427297 0.824949 -0.0742369 0.000333333 
-0.502648 -0.25552 -2.85678 -0.413971 0.0803815 -0.113486 0.000333333 
-1.15416 -1.86226 -1.18843 -0.0427714 -0.168168 -0.204227 0.000333333 
-0.245461 0.711787 0.522827 0.0119969 0.152651 -0.26963 0.000333333 
-1.21374 -1.34598 -1.86447 -0.0282597 0.333598 -0.0173269 0.000333333 
-0.908099 2.12778 1.53136 0.064868 -0.236734 0.115529 0.000333333 
-0.305008 -0.063865 -0.634266 -0.319299 -0.261985 -0.445293 0.000333333 
0.0475224 0.00543169 1.30848 -0.0102656 0.224592 -0.482906 0.000333333 
0.344555 -0.95557 0.609954 -0.0268355 -0.18001 -0.214505 0.000333333 
-0.270653 -0.598793 0.0287364 -0.252065 -0.412379 0.336787 0.000333333 
-1.37383 0.203339 1.04669 0.0386253 -0.573238 -0.0677587 0.000333333 
0.0869672 2.1232 1.40665 0.38262 -0.452606 0.14004 0.000333333 
2.55439 -0.320948 -0.259997 -0.182065 0.291846 -0.280357 0.000333333 
-0.827142 0.217701 -0.428628 0.183754 -0.45181 0.471088 0.000333333 
-0.205372 0.640702 -1.88996 0.310984 -0.096275 0.364156 0.000333333 
0.837627 -2.2061 -0.780424 -0.0411321 0.299549 0.460183 0.000333333 
1.09441 0.135178 1.96719 -0.0150079 -0.0554713 0.0515848 0.000333333 
-0.419757 1.33876 -2.77541 -0.0528547 0.140505 0.341464 0.000333333 
0.273732 1.56699 -2.63762 0.0899417 -0.155094 0.141433 0.000333333 
2.8846 -0.123623 -1.9777 0.202746 0.36726 0.0496285 0.000333333 
0.0280936 -0.694937 0.686522 0.578521 -0.382459 -0.127659 0.000333333 
1.15703 1.62242 1.09951 0.0751067 -0.0733837 -0.339006 0.000333333 
1.90957 0.66738 -1.94617 0.240984 0.0208234 0.0757147 0.000333333 
1.92018 0.439033 -0.26895 -0.188813 -0.62127 0.35649 0.000333333 
-0.850367 -0.51431 1.57553 0.31097 0.0212135 -0.0647718 0.000333333 
0.0678618 -0.3059 1.02784 0.0888675 -0.0245186 0.863121 0.000333333 
1.97741 0.00328883 1.00588 0.40414 -0.148369 0.134391 0.000333333 
1.568 0.361504 -0.18204 0.317946 0.25189 -0.014736 0.000333333 
-0.0241892 -0.0260427 0.946166 -0.594452 -0.184519 0.120342 0.000333333 
1.21592 0.539865 -0.742849 -0.286045 0.0883373 0.181542 0.000333333 
-0.0081413 -0.148541 1.86275 0.36654 0.196691 0.00200716 0.000333333 
1.48347 1.34605 -0.444759 -0.457409 -0.125852 0.0687048 0.000333333 
0.745469 -2.22342 0.708267 0.128572 0.341725 -0.0434898 0.000333333 
1.32775 -1.68108 -0.686112 0.307685 -0.10872 0.282589 0.000333333 
0.0902482 1.1011 -0.539228 0.473817 -0.265206 -0.262569 0.000333333 
-2.16119 -1.77466 -1.08831 0.259246 0.204396 -0.0476301 0.000333333 
-0.722739 -0.899885 1.27681 -0.123914 0.493917 0.0987651 0.000333333 
